transaction_id,account_id,beneficiary_id,device_id,transaction_timestamp,amount,currency,transaction_type,merchant_category,origin_country,destination_country,channel,is_suspicious,suspicious_pattern
TXN0000037,ACCT000085,BEN000343,DEV000417,2025-08-09T23:24:00,9.04,EUR,card_payment,grocery,GB,GB,mobile,False,normal_activity
TXN0000038,ACCT000186,BEN000609,DEV000016,2025-09-20T12:05:00,116.83,SGD,card_payment,cash_services,BR,FR,branch,False,normal_activity
TXN0000039,ACCT000494,BEN000492,DEV000480,2025-10-30T04:43:00,60.34,SGD,cash_withdrawal,travel,AE,NL,api,False,normal_activity
TXN0000040,ACCT000249,BEN000033,DEV000437,2025-07-30T18:31:00,107.03,SGD,card_payment,grocery,GB,US,mobile,False,normal_activity
TXN0000041,ACCT000684,BEN000062,DEV000084,2025-10-20T11:44:00,193.83,EUR,card_payment,travel,ZA,GB,branch,False,normal_activity
TXN0000042,ACCT000671,BEN000158,DEV000463,2025-09-27T06:48:00,33.8,EUR,bank_transfer,grocery,NL,FR,web,False,normal_activity
TXN0000043,ACCT000691,BEN000698,DEV000313,2025-04-09T15:14:00,156.0,AED,card_payment,grocery,FR,US,web,False,normal_activity
TXN0000044,ACCT000074,BEN000018,DEV000192,2025-02-25T12:38:00,21.57,USD,card_payment,grocery,BR,AE,web,False,normal_activity
TXN0000045,ACCT000124,BEN000058,DEV000274,2025-07-26T11:46:00,74.8,EUR,international_transfer,travel,NL,GB,web,False,normal_activity
TXN0000046,ACCT000129,BEN000623,DEV000311,2025-01-01T02:58:00,53.61,USD,bank_transfer,travel,BR,GB,mobile,False,normal_activity
TXN0000047,ACCT000410,BEN000499,DEV000127,2025-09-24T08:05:00,69.52,USD,card_payment,crypto_exchange,GB,FR,web,False,normal_activity
TXN0000048,ACCT000302,BEN000787,DEV000364,2025-09-07T15:48:00,27.38,GBP,card_payment,electronics,AE,BR,mobile,False,normal_activity
TXN0000049,ACCT000523,BEN000176,DEV000378,2025-02-07T18:22:00,98.81,SGD,card_payment,cash_services,NL,FR,mobile,False,normal_activity
TXN0000050,ACCT000198,BEN000528,DEV000221,2025-04-24T01:59:00,278.01,EUR,cash_withdrawal,cash_services,ZA,US,web,False,normal_activity
TXN0000051,ACCT000140,BEN000108,DEV000277,2025-07-13T15:53:00,27.81,USD,card_payment,grocery,GB,NG,mobile,False,normal_activity
TXN0000052,ACCT000455,BEN000473,DEV000370,2025-09-22T20:40:00,79.1,SGD,card_payment,grocery,NG,TR,web,False,normal_activity
TXN0000053,ACCT000433,BEN000085,DEV000303,2025-01-02T00:52:00,144.07,GBP,international_transfer,crypto_exchange,NL,NL,web,False,normal_activity
TXN0000054,ACCT000484,BEN000727,DEV000261,2025-07-22T16:28:00,51.06,AED,bank_transfer,grocery,FR,NL,mobile,False,normal_activity
TXN0000055,ACCT000219,BEN000333,DEV000574,2025-03-29T17:02:00,226.86,GBP,cash_withdrawal,travel,GB,NG,branch,False,normal_activity
TXN0000056,ACCT000369,BEN000204,DEV000527,2025-05-26T01:34:00,45.3,EUR,bank_transfer,grocery,ZA,NG,mobile,False,normal_activity
TXN0000057,ACCT000650,BEN000788,DEV000228,2025-06-27T12:36:00,60.06,USD,international_transfer,travel,GB,ZA,web,False,normal_activity
TXN0000058,ACCT000428,BEN000054,DEV000432,2025-03-14T16:21:00,27.28,GBP,card_payment,travel,US,GB,mobile,False,normal_activity
TXN0000059,ACCT000653,BEN000640,DEV000487,2025-04-23T00:42:00,74.73,GBP,card_payment,cash_services,GB,SG,mobile,False,normal_activity
TXN0000060,ACCT000304,BEN000408,DEV000067,2025-05-31T10:00:00,66.87,USD,card_payment,electronics,NL,NG,branch,False,normal_activity
TXN0000061,ACCT000032,BEN000551,DEV000356,2025-10-09T10:44:00,118.19,SGD,card_payment,travel,AE,US,api,False,normal_activity
TXN0000062,ACCT000533,BEN000209,DEV000480,2025-04-15T15:10:00,37.62,SGD,international_transfer,electronics,AE,US,mobile,False,normal_activity
TXN0000063,ACCT000323,BEN000706,DEV000035,2025-08-21T15:39:00,36.1,AED,bank_transfer,electronics,FR,GB,mobile,False,normal_activity
TXN0000064,ACCT000030,BEN000361,DEV000203,2025-05-12T23:52:00,101.11,SGD,card_payment,grocery,FR,ZA,web,False,normal_activity
TXN0000065,ACCT000098,BEN000335,DEV000479,2025-04-08T15:39:00,234.5,EUR,card_payment,gambling,NL,US,mobile,False,normal_activity
TXN0000066,ACCT000220,BEN000366,DEV000562,2025-02-10T11:25:00,117.46,SGD,bank_transfer,travel,US,NG,branch,False,normal_activity
TXN0000067,ACCT000134,BEN000238,DEV000596,2025-01-07T05:36:00,351.66,AED,card_payment,electronics,AE,GB,mobile,True,account_takeover_style_behaviour
TXN0000068,ACCT000480,BEN000256,DEV000363,2025-05-06T14:00:00,109.92,EUR,cash_withdrawal,grocery,GB,GB,mobile,False,normal_activity
TXN0000069,ACCT000428,BEN000113,DEV000026,2025-04-03T23:17:00,106.42,EUR,international_transfer,grocery,DE,GB,mobile,False,normal_activity
TXN0000070,ACCT000231,BEN000390,DEV000017,2025-10-02T13:58:00,122.9,GBP,cash_withdrawal,electronics,NG,ZA,mobile,False,normal_activity
TXN0000071,ACCT000060,BEN000380,DEV000487,2025-07-09T11:05:00,254.51,GBP,card_payment,crypto_exchange,GB,GB,branch,False,normal_activity
TXN0000072,ACCT000055,BEN000305,DEV000441,2025-01-21T12:51:00,203.12,AED,bank_transfer,grocery,US,GB,web,False,normal_activity
TXN0000073,ACCT000662,BEN000789,DEV000117,2025-10-06T05:08:00,25.12,AED,bank_transfer,cash_services,US,FR,mobile,True,mule_account_style_behaviour
TXN0000074,ACCT000242,BEN000091,DEV000079,2025-05-25T23:28:00,137.07,USD,cash_withdrawal,cash_services,GB,GB,mobile,False,normal_activity
TXN0000075,ACCT000076,BEN000729,DEV000088,2025-08-09T05:30:00,84.68,AED,card_payment,electronics,AE,GB,mobile,False,normal_activity
TXN0000076,ACCT000499,BEN000694,DEV000527,2025-02-15T20:22:00,56.0,GBP,bank_transfer,electronics,ZA,AE,web,False,normal_activity
TXN0000077,ACCT000609,BEN000018,DEV000459,2025-01-21T08:57:00,13.52,AED,bank_transfer,electronics,GB,AE,web,False,normal_activity
TXN0000078,ACCT000086,BEN000562,DEV000569,2025-02-07T14:23:00,16.67,EUR,bank_transfer,grocery,GB,SG,mobile,False,normal_activity
TXN0000079,ACCT000662,BEN000168,DEV000069,2025-06-20T06:43:00,20846.62,EUR,card_payment,grocery,SG,GB,web,True,rapid_movement_of_funds
TXN0000080,ACCT000508,BEN000034,DEV000418,2025-11-19T17:52:00,17.85,SGD,card_payment,gambling,GB,NG,web,True,high_risk_jurisdiction_exposure
TXN0000081,ACCT000177,BEN000689,DEV000555,2025-12-17T05:20:00,48.94,USD,cash_withdrawal,travel,GB,NG,api,False,normal_activity
TXN0000082,ACCT000543,BEN000093,DEV000320,2025-10-20T22:26:00,126.84,EUR,card_payment,cash_services,NL,TR,web,False,normal_activity
TXN0000083,ACCT000294,BEN000240,DEV000465,2025-11-26T23:26:00,39.53,USD,card_payment,travel,US,DE,mobile,False,normal_activity
TXN0000084,ACCT000445,BEN000078,DEV000362,2025-10-08T11:39:00,71.89,SGD,bank_transfer,grocery,SG,US,mobile,False,normal_activity
TXN0000085,ACCT000089,BEN000114,DEV000005,2025-09-28T23:22:00,25.46,EUR,card_payment,grocery,GB,NL,api,False,normal_activity
TXN0000086,ACCT000171,BEN000050,DEV000258,2025-06-03T21:27:00,87.26,EUR,bank_transfer,grocery,FR,NL,mobile,False,normal_activity
TXN0000087,ACCT000542,BEN000674,DEV000008,2025-04-14T14:13:00,105.35,SGD,card_payment,crypto_exchange,GB,NL,mobile,True,shared_device_behaviour
TXN0000088,ACCT000564,BEN000048,DEV000051,2025-08-18T17:37:00,18.53,AED,bank_transfer,grocery,SG,NL,web,False,normal_activity
TXN0000089,ACCT000008,BEN000608,DEV000358,2025-01-09T02:10:00,33.9,AED,card_payment,gambling,GB,GB,web,False,normal_activity
TXN0000090,ACCT000151,BEN000126,DEV000558,2025-03-07T11:37:00,21.32,SGD,bank_transfer,crypto_exchange,FR,ZA,web,True,high_transaction_velocity
TXN0000091,ACCT000426,BEN000732,DEV000033,2025-06-16T13:46:00,105.46,GBP,bank_transfer,grocery,US,GB,web,False,normal_activity
TXN0000092,ACCT000635,BEN000679,DEV000198,2025-08-19T23:32:00,77.29,SGD,international_transfer,electronics,GB,TR,mobile,False,normal_activity
TXN0000093,ACCT000473,BEN000504,DEV000402,2025-05-17T16:05:00,63.77,SGD,card_payment,cash_services,GB,FR,web,False,normal_activity
TXN0000094,ACCT000495,BEN000663,DEV000188,2025-10-09T02:33:00,59.41,GBP,card_payment,grocery,US,PA,branch,True,high_risk_jurisdiction_exposure
TXN0000095,ACCT000273,BEN000239,DEV000070,2025-09-04T16:25:00,89.17,GBP,card_payment,travel,SG,GB,mobile,False,normal_activity
TXN0000096,ACCT000039,BEN000627,DEV000115,2025-04-05T21:48:00,90.79,EUR,card_payment,travel,NG,US,mobile,True,high_transaction_velocity
TXN0000097,ACCT000537,BEN000178,DEV000015,2025-01-26T18:21:00,42.69,USD,card_payment,cash_services,GB,US,api,False,normal_activity
TXN0000098,ACCT000560,BEN000492,DEV000596,2025-04-10T14:27:00,37.64,SGD,international_transfer,cash_services,AE,NL,mobile,False,normal_activity
TXN0000099,ACCT000311,BEN000736,DEV000295,2025-12-04T00:47:00,63.24,SGD,card_payment,cash_services,US,TR,mobile,True,high_risk_jurisdiction_exposure
TXN0000100,ACCT000355,BEN000579,DEV000566,2025-03-25T22:00:00,56.22,USD,card_payment,travel,US,US,mobile,False,normal_activity
TXN0000101,ACCT000165,BEN000216,DEV000412,2025-09-26T14:07:00,426.07,GBP,international_transfer,cash_services,US,AE,web,False,normal_activity
TXN0000102,ACCT000317,BEN000591,DEV000210,2025-09-08T02:05:00,47.2,USD,bank_transfer,travel,GB,US,web,False,normal_activity
TXN0000103,ACCT000170,BEN000707,DEV000566,2025-12-21T09:56:00,86.55,AED,card_payment,electronics,US,NG,web,False,normal_activity
TXN0000104,ACCT000295,BEN000712,DEV000157,2025-12-03T22:28:00,101.43,AED,cash_withdrawal,cash_services,GB,US,mobile,False,normal_activity
TXN0000105,ACCT000094,BEN000592,DEV000109,2025-11-12T20:08:00,235.21,EUR,bank_transfer,grocery,NL,NL,mobile,False,normal_activity
TXN0000106,ACCT000425,BEN000586,DEV000484,2025-04-24T03:05:00,32.13,AED,international_transfer,cash_services,GB,ZA,web,False,normal_activity
TXN0000107,ACCT000174,BEN000628,DEV000333,2025-06-07T00:48:00,222.67,EUR,card_payment,travel,GB,GB,mobile,False,normal_activity
TXN0000108,ACCT000508,BEN000590,DEV000254,2025-06-28T14:49:00,58.4,AED,bank_transfer,cash_services,GB,PA,web,False,normal_activity
TXN0000109,ACCT000363,BEN000107,DEV000353,2025-08-30T19:28:00,633.47,GBP,bank_transfer,electronics,GB,NL,web,False,normal_activity
TXN0000110,ACCT000628,BEN000644,DEV000581,2025-02-22T18:11:00,92.42,EUR,international_transfer,grocery,GB,DE,branch,False,normal_activity
TXN0000111,ACCT000155,BEN000144,DEV000169,2025-11-05T15:42:00,22.06,GBP,bank_transfer,gambling,DE,PA,mobile,False,normal_activity
TXN0000112,ACCT000192,BEN000446,DEV000541,2025-08-23T19:35:00,55.84,GBP,card_payment,grocery,DE,NL,mobile,False,normal_activity
TXN0000113,ACCT000171,BEN000272,DEV000547,2025-03-16T09:56:00,221.99,GBP,international_transfer,grocery,AE,DE,mobile,True,account_takeover_style_behaviour
TXN0000114,ACCT000442,BEN000171,DEV000456,2025-01-19T05:26:00,71.76,GBP,bank_transfer,grocery,US,BR,web,False,normal_activity
TXN0000115,ACCT000075,BEN000226,DEV000095,2025-01-04T12:21:00,63.2,AED,bank_transfer,cash_services,NL,US,mobile,False,normal_activity
TXN0000116,ACCT000481,BEN000068,DEV000054,2025-05-12T14:59:00,127.37,SGD,card_payment,cash_services,NL,US,api,False,normal_activity
TXN0000117,ACCT000574,BEN000352,DEV000073,2025-04-23T06:25:00,48.89,EUR,cash_withdrawal,electronics,NL,GB,web,False,normal_activity
TXN0000118,ACCT000473,BEN000336,DEV000422,2025-02-25T00:05:00,55.17,AED,bank_transfer,grocery,TR,GB,web,False,normal_activity
TXN0000119,ACCT000095,BEN000323,DEV000240,2025-06-09T16:06:00,28.5,EUR,international_transfer,travel,GB,FR,web,False,normal_activity
TXN0000120,ACCT000346,BEN000074,DEV000593,2025-01-09T12:20:00,316.06,EUR,bank_transfer,grocery,GB,PA,web,False,normal_activity
TXN0000121,ACCT000374,BEN000486,DEV000004,2025-08-16T23:14:00,22.19,EUR,card_payment,grocery,DE,PA,mobile,True,high_risk_jurisdiction_exposure
TXN0000122,ACCT000274,BEN000136,DEV000224,2025-06-11T05:50:00,77.67,EUR,cash_withdrawal,gambling,US,ZA,mobile,False,normal_activity
TXN0000123,ACCT000327,BEN000685,DEV000159,2025-04-07T03:35:00,102.71,EUR,card_payment,grocery,DE,DE,mobile,False,normal_activity
TXN0000124,ACCT000534,BEN000020,DEV000529,2025-06-17T00:07:00,65.87,AED,card_payment,grocery,US,US,mobile,False,normal_activity
TXN0000125,ACCT000585,BEN000045,DEV000073,2025-06-11T08:26:00,21.57,AED,international_transfer,grocery,NL,GB,web,False,normal_activity
TXN0000126,ACCT000211,BEN000241,DEV000245,2025-11-04T10:01:00,27.14,GBP,international_transfer,cash_services,DE,GB,mobile,False,normal_activity
TXN0000127,ACCT000231,BEN000327,DEV000521,2025-08-25T18:25:00,10074.11,SGD,cash_withdrawal,travel,AE,DE,mobile,True,rapid_movement_of_funds
TXN0000128,ACCT000146,BEN000776,DEV000583,2025-03-27T11:07:00,15307.9,GBP,card_payment,electronics,FR,GB,web,True,rapid_movement_of_funds
TXN0000129,ACCT000282,BEN000421,DEV000550,2025-10-28T21:57:00,10.33,SGD,cash_withdrawal,grocery,GB,GB,mobile,False,normal_activity
TXN0000130,ACCT000383,BEN000304,DEV000393,2025-05-01T21:13:00,94.47,AED,bank_transfer,electronics,NL,GB,branch,False,normal_activity
TXN0000131,ACCT000500,BEN000671,DEV000098,2025-03-24T19:57:00,30.41,SGD,bank_transfer,crypto_exchange,NG,SG,web,False,normal_activity
TXN0000132,ACCT000188,BEN000193,DEV000058,2025-09-23T01:00:00,117.7,EUR,bank_transfer,grocery,FR,NL,web,False,normal_activity
TXN0000133,ACCT000152,BEN000718,DEV000247,2025-10-19T23:09:00,55.62,AED,bank_transfer,grocery,FR,NG,mobile,False,normal_activity
TXN0000134,ACCT000024,BEN000323,DEV000288,2025-01-03T11:25:00,53.26,SGD,card_payment,grocery,DE,FR,mobile,False,normal_activity
TXN0000135,ACCT000066,BEN000251,DEV000309,2025-12-09T19:23:00,2500.0,SGD,bank_transfer,cash_services,TR,AE,web,True,round_number_payments
TXN0000136,ACCT000037,BEN000242,DEV000030,2025-08-18T22:59:00,23.94,AED,card_payment,electronics,DE,GB,mobile,False,normal_activity
TXN0000137,ACCT000146,BEN000008,DEV000406,2025-05-30T11:45:00,31.72,EUR,cash_withdrawal,cash_services,GB,NL,web,False,normal_activity
TXN0000138,ACCT000487,BEN000540,DEV000238,2025-10-03T10:49:00,52.78,AED,international_transfer,travel,GB,PA,mobile,True,high_risk_jurisdiction_exposure
TXN0000139,ACCT000542,BEN000462,DEV000066,2025-07-21T11:24:00,23.81,AED,card_payment,electronics,GB,NL,web,False,normal_activity
TXN0000140,ACCT000682,BEN000508,DEV000550,2025-12-15T13:06:00,126.78,EUR,international_transfer,electronics,GB,GB,mobile,False,normal_activity
TXN0000141,ACCT000382,BEN000522,DEV000215,2025-01-04T15:27:00,50.57,SGD,cash_withdrawal,grocery,GB,FR,web,True,account_takeover_style_behaviour
TXN0000142,ACCT000319,BEN000022,DEV000140,2025-07-15T05:32:00,18.09,SGD,cash_withdrawal,travel,GB,GB,mobile,False,normal_activity
TXN0000143,ACCT000630,BEN000703,DEV000296,2025-09-17T05:26:00,40.32,AED,international_transfer,grocery,US,US,web,False,normal_activity
TXN0000144,ACCT000103,BEN000410,DEV000571,2025-01-13T05:20:00,73.05,SGD,card_payment,grocery,GB,SG,mobile,False,normal_activity
TXN0000145,ACCT000442,BEN000554,DEV000495,2025-11-15T06:50:00,44.64,SGD,cash_withdrawal,cash_services,GB,US,web,True,high_transaction_velocity
TXN0000146,ACCT000573,BEN000029,DEV000060,2025-05-08T11:53:00,95.57,AED,card_payment,cash_services,GB,ZA,web,False,normal_activity
TXN0000147,ACCT000352,BEN000609,DEV000413,2025-01-08T07:05:00,111.79,GBP,international_transfer,gambling,NG,FR,web,False,normal_activity
TXN0000148,ACCT000184,BEN000542,DEV000399,2025-05-22T00:05:00,579.13,GBP,bank_transfer,grocery,GB,BR,web,False,normal_activity
TXN0000149,ACCT000435,BEN000295,DEV000532,2025-11-04T22:31:00,187.84,USD,bank_transfer,grocery,GB,GB,mobile,False,normal_activity
TXN0000150,ACCT000697,BEN000749,DEV000580,2025-12-17T01:33:00,15.29,SGD,card_payment,grocery,US,BR,mobile,False,normal_activity
TXN0000151,ACCT000166,BEN000521,DEV000448,2025-02-24T09:26:00,48.22,EUR,card_payment,cash_services,NG,US,mobile,False,normal_activity
TXN0000152,ACCT000395,BEN000726,DEV000393,2025-05-23T08:29:00,13825.05,AED,card_payment,grocery,NL,ZA,api,True,rapid_movement_of_funds
TXN0000153,ACCT000036,BEN000658,DEV000213,2025-11-04T08:47:00,111.9,GBP,card_payment,grocery,GB,GB,mobile,False,normal_activity
TXN0000154,ACCT000163,BEN000165,DEV000540,2025-01-08T17:38:00,1000.0,USD,bank_transfer,crypto_exchange,BR,US,mobile,True,round_number_payments
TXN0000155,ACCT000537,BEN000798,DEV000566,2025-07-17T19:05:00,41.34,GBP,card_payment,travel,US,PA,mobile,True,high_risk_jurisdiction_exposure
TXN0000156,ACCT000348,BEN000595,DEV000595,2025-07-17T23:39:00,12060.69,SGD,international_transfer,electronics,DE,NG,web,True,rapid_movement_of_funds
TXN0000157,ACCT000140,BEN000152,DEV000573,2025-05-16T02:35:00,38.78,USD,cash_withdrawal,electronics,FR,FR,mobile,False,normal_activity
TXN0000158,ACCT000235,BEN000635,DEV000386,2025-04-27T11:50:00,40.11,USD,bank_transfer,electronics,GB,DE,web,False,normal_activity
TXN0000159,ACCT000085,BEN000344,DEV000574,2025-12-10T13:27:00,50.31,SGD,international_transfer,cash_services,GB,AE,mobile,True,high_transaction_velocity
TXN0000160,ACCT000546,BEN000692,DEV000470,2025-05-11T18:57:00,22.92,GBP,bank_transfer,grocery,GB,SG,web,False,normal_activity
TXN0000161,ACCT000661,BEN000139,DEV000145,2025-08-12T12:15:00,161.39,AED,international_transfer,grocery,NL,GB,branch,False,normal_activity
TXN0000162,ACCT000075,BEN000208,DEV000020,2025-10-03T14:11:00,102.0,GBP,cash_withdrawal,travel,GB,GB,mobile,False,normal_activity
TXN0000163,ACCT000167,BEN000279,DEV000589,2025-01-15T02:37:00,18.1,USD,bank_transfer,electronics,GB,US,api,False,normal_activity
TXN0000164,ACCT000600,BEN000361,DEV000257,2025-10-30T10:44:00,68.26,EUR,card_payment,travel,US,ZA,api,False,normal_activity
TXN0000165,ACCT000616,BEN000506,DEV000525,2025-10-07T14:09:00,16.3,GBP,cash_withdrawal,electronics,US,SG,mobile,False,normal_activity
TXN0000166,ACCT000538,BEN000178,DEV000173,2025-03-12T12:08:00,223.19,GBP,cash_withdrawal,travel,GB,US,web,False,normal_activity
TXN0000167,ACCT000501,BEN000565,DEV000217,2025-03-08T13:48:00,285.06,AED,card_payment,electronics,NG,FR,web,False,normal_activity
TXN0000168,ACCT000603,BEN000020,DEV000495,2025-07-26T21:35:00,63.42,EUR,card_payment,cash_services,GB,US,branch,False,normal_activity
TXN0000169,ACCT000262,BEN000265,DEV000316,2025-12-03T23:53:00,1000.0,GBP,international_transfer,grocery,US,ZA,web,True,round_number_payments
TXN0000170,ACCT000627,BEN000528,DEV000407,2025-11-22T08:22:00,36.68,USD,international_transfer,cash_services,SG,US,web,False,normal_activity
TXN0000171,ACCT000621,BEN000212,DEV000193,2025-03-02T18:09:00,44.33,USD,bank_transfer,electronics,NG,US,mobile,False,normal_activity
TXN0000172,ACCT000161,BEN000346,DEV000369,2025-08-08T16:19:00,60.57,GBP,card_payment,grocery,ZA,GB,branch,False,normal_activity
TXN0000173,ACCT000052,BEN000485,DEV000293,2025-06-27T23:53:00,5000.0,EUR,bank_transfer,grocery,ZA,GB,mobile,True,round_number_payments
TXN0000174,ACCT000365,BEN000199,DEV000559,2025-09-09T19:17:00,157.6,USD,card_payment,electronics,US,NL,web,False,normal_activity
TXN0000175,ACCT000531,BEN000772,DEV000296,2025-07-10T17:46:00,159.8,SGD,cash_withdrawal,crypto_exchange,US,US,mobile,False,normal_activity
TXN0000176,ACCT000595,BEN000678,DEV000054,2025-07-28T19:58:00,77.75,SGD,card_payment,electronics,NL,AE,web,False,normal_activity
TXN0000177,ACCT000100,BEN000777,DEV000442,2025-07-25T18:42:00,13557.6,EUR,card_payment,travel,US,DE,web,True,rapid_movement_of_funds
TXN0000178,ACCT000265,BEN000397,DEV000573,2025-01-07T16:14:00,33.35,USD,bank_transfer,grocery,FR,AE,mobile,False,normal_activity
TXN0000179,ACCT000538,BEN000275,DEV000530,2025-07-14T15:39:00,70.43,SGD,bank_transfer,electronics,US,DE,web,False,normal_activity
TXN0000180,ACCT000043,BEN000796,DEV000061,2025-02-24T15:33:00,22.62,SGD,international_transfer,cash_services,GB,US,branch,False,normal_activity
TXN0000181,ACCT000507,BEN000583,DEV000600,2025-06-10T06:02:00,87.67,USD,bank_transfer,travel,ZA,NG,mobile,False,normal_activity
TXN0000182,ACCT000205,BEN000635,DEV000209,2025-07-18T01:58:00,137.64,AED,card_payment,crypto_exchange,NL,DE,mobile,False,normal_activity
TXN0000183,ACCT000016,BEN000147,DEV000501,2025-09-18T04:24:00,108.94,USD,card_payment,grocery,GB,US,mobile,False,normal_activity
TXN0000184,ACCT000170,BEN000696,DEV000379,2025-11-06T17:55:00,105.07,SGD,bank_transfer,travel,US,US,mobile,False,normal_activity
