transaction_id,account_id,customer_id,beneficiary_id,device_id,network_cluster_id,network_cluster_size,account_degree,shared_device_count,shared_beneficiary_count,device_account_count,beneficiary_account_count,account_centrality,network_risk_score,network_risk_band,network_risk_reasons
TXN0000037,ACCT000085,CUST000230,BEN000343,DEV000417,1,7470,28,9,11,10,12,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000038,ACCT000186,CUST000220,BEN000609,DEV000016,1,7470,34,5,4,6,5,0.00447427293064877,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000039,ACCT000494,CUST000328,BEN000492,DEV000480,1,7470,16,6,9,7,10,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000040,ACCT000249,CUST000462,BEN000033,DEV000437,1,7470,28,4,4,5,5,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000041,ACCT000684,CUST000459,BEN000062,DEV000084,1,7470,16,10,7,11,8,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000042,ACCT000671,CUST000270,BEN000158,DEV000463,1,7470,13,2,5,3,6,0.0017107514146598238,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000043,ACCT000691,CUST000451,BEN000698,DEV000313,1,7470,19,4,7,5,8,0.0025003289906566657,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000044,ACCT000074,CUST000344,BEN000018,DEV000192,1,7470,19,14,4,15,5,0.0025003289906566657,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000045,ACCT000124,CUST000437,BEN000058,DEV000274,1,7470,28,4,3,5,4,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000046,ACCT000129,CUST000223,BEN000623,DEV000311,1,7470,34,10,10,11,11,0.00447427293064877,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000047,ACCT000410,CUST000259,BEN000499,DEV000127,1,7470,31,9,6,10,7,0.004079484142650349,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000048,ACCT000302,CUST000192,BEN000787,DEV000364,1,7470,25,8,1,9,2,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000049,ACCT000523,CUST000159,BEN000176,DEV000378,1,7470,22,8,9,9,10,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000050,ACCT000198,CUST000384,BEN000528,DEV000221,1,7470,28,8,6,9,7,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000051,ACCT000140,CUST000462,BEN000108,DEV000277,1,7470,48,7,8,8,9,0.006316620607974734,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000052,ACCT000455,CUST000341,BEN000473,DEV000370,1,7470,34,4,5,5,6,0.00447427293064877,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000053,ACCT000433,CUST000170,BEN000085,DEV000303,1,7470,25,10,13,11,14,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000054,ACCT000484,CUST000411,BEN000727,DEV000261,1,7470,32,13,4,14,5,0.004211080405316489,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000055,ACCT000219,CUST000004,BEN000333,DEV000574,1,7470,25,7,8,8,9,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000056,ACCT000369,CUST000463,BEN000204,DEV000527,1,7470,7,6,4,7,5,0.0009211738386629821,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000057,ACCT000650,CUST000435,BEN000788,DEV000228,1,7470,22,9,4,10,5,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000058,ACCT000428,CUST000297,BEN000054,DEV000432,1,7470,25,12,4,13,5,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000059,ACCT000653,CUST000329,BEN000640,DEV000487,1,7470,30,6,7,7,8,0.0039478878799842085,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000060,ACCT000304,CUST000466,BEN000408,DEV000067,1,7470,16,8,4,9,5,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000061,ACCT000032,CUST000473,BEN000551,DEV000356,1,7470,16,7,7,8,8,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000062,ACCT000533,CUST000385,BEN000209,DEV000480,1,7470,22,6,8,7,9,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000063,ACCT000323,CUST000437,BEN000706,DEV000035,1,7470,19,10,7,11,8,0.0025003289906566657,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000064,ACCT000030,CUST000037,BEN000361,DEV000203,1,7470,22,8,7,9,8,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000065,ACCT000098,CUST000340,BEN000335,DEV000479,1,7470,30,10,6,11,7,0.0039478878799842085,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000066,ACCT000220,CUST000229,BEN000366,DEV000562,1,7470,37,15,4,16,5,0.004869061718647191,70,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000067,ACCT000134,CUST000142,BEN000238,DEV000596,1,7470,25,6,10,7,11,0.0032899065666535075,88,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0000068,ACCT000480,CUST000306,BEN000256,DEV000363,1,7470,13,8,5,9,6,0.0017107514146598238,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0000069,ACCT000428,CUST000297,BEN000113,DEV000026,1,7470,25,6,9,7,10,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0000070,ACCT000231,CUST000418,BEN000390,DEV000017,1,7470,25,11,8,12,9,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
