transaction_id,account_id,customer_id,fraud_probability,fraud_prediction,aml_risk_score,aml_risk_band,priority_score,priority_band,priority_reasons,recommended_action
TXN0001454,ACCT000054,CUST000325,0.9996947555470901,1,35,Low,64.24,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0003723,ACCT000413,CUST000345,0.9988688022264286,1,35,Low,64.2,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0000516,ACCT000180,CUST000023,0.9978810265581731,1,35,Low,64.15,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0000199,ACCT000664,CUST000057,0.9965660162803747,1,35,Low,64.1,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0004876,ACCT000469,CUST000097,0.9961403838650074,1,35,Low,64.08,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0004614,ACCT000601,CUST000104,0.9961996107283397,1,35,Low,64.08,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0000094,ACCT000495,CUST000067,0.9954764869125573,1,35,Low,64.05,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0002656,ACCT000465,CUST000372,0.9928732362616648,1,35,Low,63.93,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0000385,ACCT000420,CUST000458,0.9921260827343604,1,35,Low,63.9,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0003831,ACCT000566,CUST000127,0.9911000450727268,1,35,Low,63.85,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0003557,ACCT000245,CUST000009,0.9872165896796131,1,35,Low,63.67,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0002652,ACCT000574,CUST000309,0.9855744081211589,1,35,Low,63.6,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0004660,ACCT000088,CUST000495,0.9784733290622872,1,35,Low,63.28,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0001521,ACCT000209,CUST000269,0.999999999999625,1,33,Low,63.15,Medium,Fraud probability above threshold; rapid movement flag,Queue for monitoring
TXN0003462,ACCT000127,CUST000210,0.9999999999999944,1,33,Low,63.15,Medium,Fraud probability above threshold; rapid movement flag,Queue for monitoring
TXN0002365,ACCT000418,CUST000124,0.9999999995228377,1,33,Low,63.15,Medium,Fraud probability above threshold; rapid movement flag,Queue for monitoring
TXN0000959,ACCT000604,CUST000049,0.9999952738944526,1,33,Low,63.15,Medium,Fraud probability above threshold; rapid movement flag,Queue for monitoring
TXN0001787,ACCT000421,CUST000074,0.9999868234008001,1,33,Low,63.15,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0003386,ACCT000342,CUST000500,0.9998206525658903,1,33,Low,63.14,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0001222,ACCT000109,CUST000304,0.9998379228072811,1,33,Low,63.14,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0002219,ACCT000001,CUST000473,0.9996018058130985,1,33,Low,63.13,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0002098,ACCT000124,CUST000437,0.9995078646782167,1,33,Low,63.13,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0001609,ACCT000446,CUST000065,0.9994802094873861,1,33,Low,63.13,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0002840,ACCT000484,CUST000411,0.9991901186048961,1,33,Low,63.11,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0004468,ACCT000090,CUST000424,0.9989660392850097,1,33,Low,63.1,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0004483,ACCT000355,CUST000206,0.9987267095081637,1,33,Low,63.09,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0004282,ACCT000474,CUST000031,0.9668155926468205,1,35,Low,62.76,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0003376,ACCT000307,CUST000214,0.9577175669481339,1,35,Low,62.35,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0002137,ACCT000584,CUST000463,0.9468284810840149,1,35,Low,61.86,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0002197,ACCT000627,CUST000083,0.9999504897056224,1,29,Low,60.95,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0003490,ACCT000302,CUST000192,0.9999075837112564,1,29,Low,60.95,Medium,Fraud probability above threshold; account takeover indicator,Queue for monitoring
TXN0001757,ACCT000178,CUST000186,0.9998526470571983,1,29,Low,60.94,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0002194,ACCT000240,CUST000019,0.9997659946649419,1,29,Low,60.94,Medium,Fraud probability above threshold; account takeover indicator,Queue for monitoring
TXN0004511,ACCT000347,CUST000061,0.9997404525097527,1,29,Low,60.94,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0002771,ACCT000693,CUST000133,0.9994461044792754,1,29,Low,60.93,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0003822,ACCT000465,CUST000372,0.999614835373993,1,29,Low,60.93,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0003220,ACCT000415,CUST000263,0.9993876020011984,1,29,Low,60.92,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0003057,ACCT000353,CUST000128,0.9987689375542582,1,29,Low,60.89,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0002046,ACCT000550,CUST000158,0.9981763941869839,1,29,Low,60.87,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0004919,ACCT000471,CUST000373,0.9978184972802913,1,29,Low,60.85,Medium,Fraud probability above threshold; account takeover indicator,Queue for monitoring
TXN0002367,ACCT000033,CUST000253,0.9976237086980361,1,29,Low,60.84,Medium,Fraud probability above threshold; account takeover indicator,Queue for monitoring
TXN0002874,ACCT000479,CUST000103,0.9827503188813782,1,29,Low,60.17,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0000232,ACCT000676,CUST000227,0.9979283918891725,1,27,Low,59.76,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0002421,ACCT000468,CUST000304,0.9597619681603948,1,30,Low,59.69,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0000913,ACCT000543,CUST000176,0.9996766325660792,1,25,Low,58.74,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0001512,ACCT000302,CUST000192,0.9997808245778105,1,25,Low,58.74,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0004890,ACCT000209,CUST000269,0.9994113519526847,1,25,Low,58.72,Medium,Fraud probability above threshold; mule activity indicator,Queue for monitoring
TXN0001945,ACCT000311,CUST000334,0.9310204429879082,1,30,Low,58.4,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0000678,ACCT000336,CUST000428,0.9999999999937172,1,23,Low,57.65,Medium,Fraud probability above threshold,Queue for monitoring
TXN0004114,ACCT000027,CUST000294,0.9992748084811608,1,23,Low,57.62,Medium,Fraud probability above threshold,Queue for monitoring
TXN0004054,ACCT000611,CUST000433,0.9998959682044121,1,21,Low,56.55,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0003115,ACCT000007,CUST000055,0.9996112748258357,1,21,Low,56.53,Medium,Fraud probability above threshold; new beneficiary high value flag,Queue for monitoring
TXN0002768,ACCT000442,CUST000235,0.8876336587981856,1,30,Low,56.44,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0001657,ACCT000109,CUST000304,0.8653350855199062,1,30,Low,55.44,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0004705,ACCT000311,CUST000334,0.7928983533229498,1,30,Low,52.18,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0001200,ACCT000685,CUST000089,0.9995849446747219,1,13,Low,52.13,Medium,Fraud probability above threshold,Queue for monitoring
TXN0002991,ACCT000288,CUST000306,0.999303077175942,1,13,Low,52.12,Medium,Fraud probability above threshold,Queue for monitoring
TXN0001110,ACCT000324,CUST000075,0.9939749610253545,1,13,Low,51.88,Medium,Fraud probability above threshold,Queue for monitoring
TXN0004092,ACCT000375,CUST000356,0.9753281798803818,1,13,Low,51.04,Medium,Fraud probability above threshold,Queue for monitoring
TXN0004055,ACCT000669,CUST000410,0.973313189338506,1,13,Low,50.95,Medium,Fraud probability above threshold,Queue for monitoring
TXN0003574,ACCT000042,CUST000081,0.7372825116989565,1,30,Low,49.68,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0004754,ACCT000351,CUST000085,0.8728471922920902,1,13,Low,46.43,Medium,Fraud probability above threshold,Queue for monitoring
TXN0004379,ACCT000517,CUST000166,0.9254028633382964,1,8,Info,46.04,Medium,Fraud probability above threshold,Queue for monitoring
TXN0001622,ACCT000056,CUST000258,0.8449960575679951,1,13,Low,45.17,Medium,Fraud probability above threshold,Queue for monitoring
TXN0001853,ACCT000467,CUST000360,0.9409988648731813,1,5,Info,45.09,Medium,Fraud probability above threshold,Queue for monitoring
TXN0001074,ACCT000172,CUST000322,0.6229914272062679,1,30,Low,44.53,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0001919,ACCT000150,CUST000491,0.5495714020374775,1,35,Low,43.98,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0000646,ACCT000474,CUST000031,0.8153344449412452,1,13,Low,43.84,Medium,Fraud probability above threshold,Queue for monitoring
TXN0004798,ACCT000007,CUST000055,0.6045860513531052,1,30,Low,43.71,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0002175,ACCT000567,CUST000192,0.8122355276488186,1,13,Low,43.7,Medium,Fraud probability above threshold,Queue for monitoring
TXN0002785,ACCT000401,CUST000466,0.5805018185425832,1,30,Low,42.62,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0004305,ACCT000382,CUST000494,0.567652619665235,1,30,Low,42.04,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0002050,ACCT000487,CUST000457,0.558899967003848,1,30,Low,41.65,Medium,Fraud probability above threshold; high risk jurisdiction flag,Queue for monitoring
TXN0000267,ACCT000072,CUST000346,0.8104297770376644,1,8,Info,40.87,Medium,Fraud probability above threshold,Queue for monitoring
TXN0002649,ACCT000311,CUST000334,0.805058988133339,1,8,Info,40.63,Medium,Fraud probability above threshold,Queue for monitoring
TXN0003976,ACCT000546,CUST000238,0.46892890193185716,0,35,Low,40.35,Medium,high risk jurisdiction flag,Queue for monitoring
TXN0001012,ACCT000405,CUST000094,0.44073893284102555,0,35,Low,39.08,Low,high risk jurisdiction flag,No immediate action
TXN0000170,ACCT000627,CUST000083,0.7484920504208721,1,8,Info,38.08,Low,Fraud probability above threshold,No immediate action
TXN0004241,ACCT000676,CUST000227,0.7442462382568495,1,8,Info,37.89,Low,Fraud probability above threshold,No immediate action
TXN0003793,ACCT000160,CUST000369,0.4027278428184195,0,35,Low,37.37,Low,high risk jurisdiction flag,No immediate action
TXN0002550,ACCT000390,CUST000142,0.46257273913014174,0,30,Low,37.32,Low,high risk jurisdiction flag,No immediate action
TXN0003039,ACCT000434,CUST000161,0.62910123914638,1,13,Low,35.46,Low,Fraud probability above threshold,No immediate action
TXN0002980,ACCT000238,CUST000466,0.3596409875449247,0,35,Low,35.43,Low,high risk jurisdiction flag,No immediate action
TXN0004444,ACCT000311,CUST000334,0.6809812361540603,1,8,Info,35.04,Low,Fraud probability above threshold,No immediate action
TXN0002056,ACCT000128,CUST000020,0.4030278483862955,0,30,Low,34.64,Low,high risk jurisdiction flag,No immediate action
TXN0003655,ACCT000546,CUST000238,0.39972941389428535,0,30,Low,34.49,Low,high risk jurisdiction flag,No immediate action
TXN0002236,ACCT000468,CUST000304,0.39639421073010683,0,30,Low,34.34,Low,high risk jurisdiction flag,No immediate action
TXN0003159,ACCT000381,CUST000078,0.37532418246208726,0,30,Low,33.39,Low,high risk jurisdiction flag,No immediate action
TXN0001567,ACCT000610,CUST000308,0.6695063284837194,1,5,Info,32.88,Low,Fraud probability above threshold,No immediate action
TXN0000826,ACCT000219,CUST000004,0.2937175830373736,0,35,Low,32.47,Low,high risk jurisdiction flag,No immediate action
TXN0000227,ACCT000667,CUST000152,0.3504769748188587,0,30,Low,32.27,Low,high risk jurisdiction flag,No immediate action
TXN0003502,ACCT000374,CUST000161,0.33473490444545817,0,30,Low,31.56,Low,high risk jurisdiction flag,No immediate action
TXN0004537,ACCT000098,CUST000340,0.27306803148325653,0,35,Low,31.54,Low,high risk jurisdiction flag,No immediate action
TXN0001992,ACCT000516,CUST000056,0.3340534733349934,0,30,Low,31.53,Low,high risk jurisdiction flag,No immediate action
TXN0001717,ACCT000465,CUST000372,0.3253357728916503,0,30,Low,31.14,Low,high risk jurisdiction flag,No immediate action
TXN0004314,ACCT000186,CUST000220,0.5269700492851451,1,13,Low,30.86,Low,Fraud probability above threshold,No immediate action
TXN0004103,ACCT000122,CUST000023,0.3119804946683758,0,30,Low,30.54,Low,high risk jurisdiction flag,No immediate action
TXN0004877,ACCT000195,CUST000294,0.5775868311246579,1,8,Info,30.39,Low,Fraud probability above threshold,No immediate action
TXN0002151,ACCT000357,CUST000238,0.30831379832130273,0,30,Low,30.37,Low,high risk jurisdiction flag,No immediate action
TXN0003414,ACCT000493,CUST000413,0.3081421500000315,0,30,Low,30.37,Low,high risk jurisdiction flag,No immediate action
TXN0004959,ACCT000234,CUST000206,0.6047458649186227,1,5,Info,29.96,Low,Fraud probability above threshold,No immediate action
TXN0004237,ACCT000627,CUST000083,0.659812499071164,1,0,Info,29.69,Low,Fraud probability above threshold,No immediate action
TXN0001937,ACCT000468,CUST000304,0.6581862585756474,1,0,Info,29.62,Low,Fraud probability above threshold,No immediate action
TXN0004452,ACCT000048,CUST000025,0.2911558199170218,0,30,Low,29.6,Low,high risk jurisdiction flag,No immediate action
TXN0003436,ACCT000230,CUST000208,0.5584281502883356,1,8,Info,29.53,Low,Fraud probability above threshold,No immediate action
TXN0004718,ACCT000621,CUST000116,0.28237406293693085,0,30,Low,29.21,Low,high risk jurisdiction flag,No immediate action
TXN0004586,ACCT000345,CUST000437,0.5471326328255947,1,8,Info,29.02,Low,Fraud probability above threshold,No immediate action
TXN0003862,ACCT000655,CUST000004,0.5412804391321706,1,8,Info,28.76,Low,Fraud probability above threshold,No immediate action
TXN0003752,ACCT000128,CUST000020,0.27043077867366433,0,30,Low,28.67,Low,high risk jurisdiction flag,No immediate action
TXN0003516,ACCT000212,CUST000470,0.47743316029896843,0,13,Low,28.63,Low,No immediate priority indicators,No immediate action
TXN0004116,ACCT000055,CUST000278,0.2625496249575647,0,30,Low,28.31,Low,high risk jurisdiction flag,No immediate action
TXN0003488,ACCT000382,CUST000494,0.5267465258915797,1,8,Info,28.1,Low,Fraud probability above threshold,No immediate action
TXN0003449,ACCT000198,CUST000384,0.2542913618382961,0,30,Low,27.94,Low,high risk jurisdiction flag,No immediate action
