transaction_id,account_id,customer_id,beneficiary_id,device_id,is_suspicious,suspicious_pattern,transaction_timestamp,amount,currency,transaction_type,merchant_category,origin_country,destination_country,channel,transaction_amount_log,is_round_amount,is_high_value_transaction,is_cross_border_transaction,is_high_risk_destination,is_unusual_channel,transaction_hour,transaction_day_of_week,transaction_month,is_night_transaction,amount_zscore_by_account,transaction_count_by_account,average_amount_by_account,amount_vs_account_average_ratio,transactions_last_1h,transactions_last_24h,transaction_amount_last_24h,hours_since_previous_transaction,high_velocity_flag,rapid_sequence_flag,customer_risk_band_encoded,account_age_days,customer_tenure_days,account_transaction_count,account_total_transaction_amount,account_average_transaction_amount,account_suspicious_transaction_rate,beneficiary_risk_band_encoded,is_new_beneficiary,beneficiary_country_risk_flag,beneficiary_transaction_count,beneficiary_total_amount,device_risk_band_encoded,device_country_mismatch_flag,device_transaction_count,shared_device_flag,round_amount_count_by_account,structuring_pattern_flag,rapid_movement_flag,high_risk_jurisdiction_flag,mule_activity_indicator,account_takeover_indicator,new_beneficiary_high_value_flag,round_amount_repetition_flag
TXN0000011,ACCT000370,CUST000334,BEN000527,DEV000488,False,normal_activity,2025-10-15 10:21:00,122.88,GBP,international_transfer,cash_services,US,GB,api,4.819313355105002,0,0,1,0,1,10,2,10,0,-0.09906487099840613,7,129.43142857142857,0.9493830158274652,1.0,1.0,122.88,1828.45,0,0,3,1299,155,7,906.02,129.43142857142857,0.0,2,0,0,3,322.11,2,0,7,1,0.0,0,0,0,0,0,0,0
TXN0000012,ACCT000410,CUST000259,BEN000165,DEV000485,False,normal_activity,2025-04-07 23:12:00,171.29,EUR,cash_withdrawal,crypto_exchange,US,US,web,5.149179103544315,0,0,0,0,0,23,0,4,1,0.9894373293907993,10,88.774,1.929506387005204,1.0,1.0,171.29,-1.0,0,0,1,743,599,10,887.74,88.774,0.0,3,0,0,7,1672.24,1,0,7,1,0.0,0,0,0,0,0,0,0
TXN0000013,ACCT000017,CUST000263,BEN000007,DEV000401,False,normal_activity,2025-10-23 16:07:00,31.85,GBP,card_payment,crypto_exchange,GB,NL,mobile,3.4919517449306197,0,0,1,0,0,16,3,10,0,-0.7224398023909968,5,102.022,0.31218756738742626,1.0,1.0,31.85,3932.133333333333,0,0,1,770,1484,5,510.11,102.022,0.0,1,0,0,5,369.26,2,0,5,1,0.0,0,0,0,0,0,0,0
TXN0000014,ACCT000204,CUST000216,BEN000755,DEV000496,False,normal_activity,2025-09-17 05:40:00,131.34,EUR,card_payment,grocery,DE,FR,branch,4.885374368583913,0,0,1,0,1,5,2,9,1,-0.3065016663237423,9,240.10444444444445,0.5470119485038918,1.0,1.0,131.34,941.9833333333333,0,0,1,310,0,9,2160.94,240.10444444444445,0.2222222222222222,1,0,0,9,584.5500000000001,1,0,8,1,0.0,0,0,0,0,0,0,0
TXN0000015,ACCT000241,CUST000376,BEN000713,DEV000044,False,normal_activity,2025-07-06 21:18:00,27.56,USD,bank_transfer,gambling,GB,DE,branch,3.3520071374713836,0,0,1,0,1,21,6,7,0,-0.732093089610152,10,82.98299999999999,0.33211621657447915,1.0,1.0,27.56,313.85,0,0,1,941,733,10,829.8299999999999,82.98299999999999,0.2,2,0,0,6,847.95,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0000016,ACCT000206,CUST000408,BEN000140,DEV000014,False,normal_activity,2025-11-22 00:07:00,9.63,AED,bank_transfer,grocery,DE,DE,web,2.363680192353857,0,0,0,0,0,0,5,11,1,-0.8696973564280881,8,195.59625,0.049234072739124606,1.0,1.0,9.63,1291.2833333333333,0,0,1,607,1745,8,1564.77,195.59625,0.125,2,1,0,9,5620.84,1,0,6,1,0.0,0,0,0,0,0,0,0
TXN0000017,ACCT000392,CUST000210,BEN000482,DEV000267,False,normal_activity,2025-07-05 09:05:00,34.01,AED,bank_transfer,crypto_exchange,GB,ZA,mobile,3.555633734966574,0,0,1,0,0,9,5,7,0,-0.932932081148613,5,60.896,0.5584931686810299,1.0,1.0,34.01,3814.9333333333334,0,0,1,1982,683,5,304.48,60.896,0.0,1,0,0,7,478.03,1,0,2,1,0.0,0,0,0,0,0,0,0
TXN0000018,ACCT000161,CUST000065,BEN000122,DEV000033,True,mule_account_style_behaviour,2025-04-09 19:00:00,141.34,EUR,bank_transfer,gambling,US,ZA,web,4.958218561871125,0,0,1,0,0,19,2,4,0,0.7939933609782694,8,95.2675,1.483611934815126,1.0,1.0,141.34,323.1333333333333,0,0,1,1143,267,8,762.14,95.2675,0.125,1,0,0,7,5560.0,1,0,10,1,0.0,0,0,0,1,0,0,0
TXN0000019,ACCT000443,CUST000100,BEN000454,DEV000204,False,normal_activity,2025-07-05 23:25:00,65.96,SGD,card_payment,grocery,GB,DE,web,4.20409542618122,0,0,1,0,0,23,5,7,1,-0.37573442435834975,8,397.03499999999997,0.1661314493684436,1.0,1.0,65.96,4262.4,0,0,1,0,1275,8,3176.2799999999997,397.03499999999997,0.25,1,0,0,8,622.87,1,0,6,1,0.0,0,0,0,0,0,0,0
TXN0000020,ACCT000655,CUST000004,BEN000255,DEV000120,False,normal_activity,2025-06-26 12:11:00,41.2,SGD,international_transfer,grocery,TR,DE,mobile,3.742420221041966,0,0,1,0,0,12,3,6,0,-0.36964252824970856,10,873.634,0.047159336747425125,1.0,1.0,41.2,548.0666666666667,0,0,1,237,1025,10,8736.34,873.634,0.6,2,0,0,9,880.71,1,0,11,1,0.0,0,0,0,0,0,0,0
TXN0000021,ACCT000463,CUST000415,BEN000602,DEV000575,True,new_beneficiary_risk,2025-03-03 02:23:00,70.1,EUR,bank_transfer,grocery,GB,US,web,4.264087336809195,0,0,1,0,0,2,0,3,1,-0.6908365808096378,5,346.332,0.20240693900650242,1.0,1.0,70.1,-1.0,0,0,1,1494,812,5,1731.6599999999999,346.332,0.8,2,0,0,10,3439.13,1,0,14,1,0.0,0,0,0,0,0,1,0
TXN0000022,ACCT000273,CUST000205,BEN000459,DEV000394,False,normal_activity,2025-07-29 01:37:00,68.04,AED,bank_transfer,gambling,GB,DE,mobile,4.234686046775173,0,0,1,0,0,1,1,7,1,-0.3409089194663186,10,1220.601,0.055743031506610266,1.0,1.0,68.04,1832.3,0,0,1,1053,1386,10,12206.01,1220.601,0.3,3,0,0,6,2797.24,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0000023,ACCT000305,CUST000154,BEN000399,DEV000026,False,normal_activity,2025-10-24 15:31:00,116.71,SGD,card_payment,travel,DE,US,mobile,4.768223972424389,0,0,1,0,0,15,4,10,0,1.7184945636435667,5,44.757999999999996,2.6075785334465347,1.0,1.0,116.71,2487.9333333333334,0,0,1,739,0,5,223.79,44.757999999999996,0.2,1,0,0,7,23514.93,2,0,7,1,0.0,0,0,0,0,0,0,0
TXN0000024,ACCT000410,CUST000259,BEN000546,DEV000375,False,normal_activity,2025-11-17 20:58:00,15.63,USD,bank_transfer,travel,US,GB,branch,2.8112082932048366,0,0,1,0,1,20,0,11,0,-0.8770590433486916,10,88.774,0.17606506409534323,1.0,1.0,15.63,491.6166666666667,0,0,1,967,823,10,887.74,88.774,0.0,1,0,0,6,719.93,2,0,8,1,0.0,0,0,0,0,0,0,0
TXN0000025,ACCT000507,CUST000141,BEN000381,DEV000440,False,normal_activity,2025-09-18 19:56:00,60.82,USD,international_transfer,electronics,FR,AE,mobile,4.124226936703971,0,0,1,1,0,19,3,9,0,-0.5521419930120849,8,132.44,0.45922681969193596,1.0,1.0,60.82,2413.9,0,0,1,1011,496,8,1059.52,132.44,0.125,1,0,1,3,161.75,1,0,10,1,0.0,0,0,1,0,0,0,0
TXN0000026,ACCT000212,CUST000470,BEN000011,DEV000196,False,normal_activity,2025-06-28 16:36:00,74.58,EUR,card_payment,crypto_exchange,GB,TR,mobile,4.325191697921343,0,0,1,1,0,16,5,6,0,-0.5082812187861151,11,142.65545454545455,0.5227980958571511,1.0,1.0,74.58,232.61666666666667,0,0,1,540,365,11,1569.21,142.65545454545455,0.18181818181818182,3,0,1,4,1197.6100000000001,1,0,9,1,0.0,0,0,1,0,0,0,0
TXN0000027,ACCT000027,CUST000294,BEN000477,DEV000530,False,normal_activity,2025-11-07 00:36:00,19.51,AED,bank_transfer,electronics,US,US,branch,3.0209125720842893,0,0,0,0,1,0,4,11,1,-0.6053335780816446,5,5396.044,0.0036156117333364965,1.0,1.0,19.51,240.18333333333334,0,0,1,1652,1931,5,26980.219999999998,5396.044,0.4,2,0,0,5,208.63,2,0,5,1,0.0,0,0,0,0,0,0,0
TXN0000028,ACCT000492,CUST000237,BEN000623,DEV000584,False,normal_activity,2025-12-06 16:48:00,19.28,GBP,bank_transfer,crypto_exchange,US,GB,web,3.0096351787229825,0,0,1,0,0,16,5,12,0,-0.7792570294186699,12,83.17083333333333,0.23181203346525725,1.0,1.0,19.28,72.3,0,0,1,1597,96,12,998.05,83.17083333333333,0.16666666666666666,3,0,0,11,642.26,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0000029,ACCT000464,CUST000140,BEN000393,DEV000589,False,normal_activity,2025-10-25 17:18:00,48.03,EUR,international_transfer,cash_services,GB,ZA,web,3.892432355663142,0,0,1,0,0,17,5,10,0,0.7071067811865475,2,44.25,1.0854237288135593,1.0,1.0,48.03,3168.65,0,0,1,1346,1019,2,88.5,44.25,0.0,1,0,0,6,862.82,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0000030,ACCT000072,CUST000346,BEN000141,DEV000056,False,normal_activity,2025-10-17 05:35:00,67.2,EUR,bank_transfer,grocery,GB,DE,mobile,4.222444564849416,0,0,1,0,0,5,4,10,1,-0.37556597657027807,10,150.961,0.44514808460463295,1.0,1.0,67.2,1573.95,0,0,1,1152,1015,10,1509.6100000000001,150.961,0.1,1,0,0,4,504.65999999999997,1,0,5,1,0.0,0,0,0,0,0,0,0
TXN0000031,ACCT000439,CUST000497,BEN000007,DEV000270,False,normal_activity,2025-10-14 16:25:00,67.41,AED,card_payment,grocery,FR,NL,web,4.2255190127729065,0,0,1,0,0,16,1,10,0,-0.32808298668102875,6,87.98166666666667,0.7661823485953513,1.0,1.0,67.41,405.46666666666664,0,0,2,1403,1391,6,527.89,87.98166666666667,0.0,1,0,0,5,369.26,1,0,8,1,0.0,0,0,0,0,0,0,0
TXN0000032,ACCT000051,CUST000302,BEN000238,DEV000467,False,normal_activity,2025-06-28 13:46:00,40.42,SGD,bank_transfer,electronics,GB,GB,mobile,3.723763855967438,0,0,0,0,0,13,5,6,0,-0.4098442867981062,6,3535.6066666666666,0.011432267163956776,1.0,1.0,40.42,912.2333333333333,0,0,1,1200,567,6,21213.64,3535.6066666666666,0.3333333333333333,1,0,0,11,16143.72,1,0,7,1,0.0,0,0,0,0,0,0,0
TXN0000033,ACCT000451,CUST000201,BEN000615,DEV000266,False,normal_activity,2025-10-12 20:05:00,38.95,USD,bank_transfer,grocery,DE,GB,mobile,3.6876286722122837,0,0,1,0,0,20,6,10,0,-0.5774264014461077,8,142.6325,0.2730794173838361,1.0,1.0,38.95,316.6,0,0,1,1555,624,8,1141.06,142.6325,0.0,1,0,0,3,135.59,2,0,6,1,0.0,0,0,0,0,0,0,0
TXN0000034,ACCT000521,CUST000130,BEN000258,DEV000289,True,mule_account_style_behaviour,2025-05-20 16:09:00,46.73,GBP,card_payment,electronics,SG,GB,mobile,3.865560131017805,0,0,1,0,0,16,1,5,0,-0.7071067811865475,2,54.55,0.8566452795600367,1.0,1.0,46.73,-1.0,0,0,3,901,1038,2,109.1,54.55,0.5,1,0,0,6,862.82,3,0,7,1,0.0,0,0,0,1,0,0,0
TXN0000035,ACCT000011,CUST000203,BEN000765,DEV000197,False,normal_activity,2025-12-11 17:23:00,87.24,GBP,bank_transfer,cash_services,GB,US,web,4.480060374945247,0,0,1,0,0,17,3,12,0,-0.5532274232178095,5,174.60399999999998,0.49964491076951273,1.0,1.0,87.24,412.2,0,0,2,2061,1417,5,873.02,174.60399999999998,0.2,1,0,0,11,1298.3999999999999,1,0,6,1,0.0,0,0,0,0,0,0,0
TXN0000036,ACCT000509,CUST000035,BEN000266,DEV000252,False,normal_activity,2025-11-19 12:08:00,204.42,GBP,bank_transfer,travel,GB,NL,web,5.325056663737659,0,0,1,0,0,12,2,11,0,0.6380726407940732,6,133.50166666666667,1.5312168387410894,1.0,1.0,204.42,661.7,0,0,1,714,1216,6,801.01,133.50166666666667,0.0,2,0,0,12,1311.88,2,0,6,1,0.0,0,0,0,0,0,0,0
TXN0000037,ACCT000085,CUST000230,BEN000343,DEV000417,False,normal_activity,2025-08-09 23:24:00,9.04,EUR,card_payment,grocery,GB,GB,mobile,2.306577114263583,0,0,0,0,0,23,5,8,1,-1.2231510161493657,9,96.11222222222221,0.09405671610732824,1.0,1.0,9.04,1122.5833333333333,0,0,1,920,2017,9,865.01,96.11222222222221,0.1111111111111111,3,0,0,12,9320.91,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0000038,ACCT000186,CUST000220,BEN000609,DEV000016,False,normal_activity,2025-09-20 12:05:00,116.83,SGD,card_payment,cash_services,BR,FR,branch,4.769242907725249,0,0,1,0,1,12,5,9,0,-0.35784785597407104,11,375.65363636363634,0.3110045762658542,1.0,1.0,116.83,119.56666666666666,0,0,1,959,1733,11,4132.19,375.65363636363634,0.36363636363636365,3,0,0,5,440.63,1,0,6,1,0.0,0,0,0,0,0,0,0
TXN0000039,ACCT000494,CUST000328,BEN000492,DEV000480,False,normal_activity,2025-10-30 04:43:00,60.34,SGD,cash_withdrawal,travel,AE,NL,api,4.116432158686106,0,0,1,0,1,4,3,10,1,-0.4531892785070582,5,1917.4119999999998,0.031469501599030364,1.0,1.0,60.34,1863.15,0,0,1,1600,1198,5,9587.06,1917.4119999999998,0.2,1,0,0,10,1152.2,1,0,7,1,0.0,0,0,0,0,0,0,0
TXN0000040,ACCT000249,CUST000462,BEN000033,DEV000437,False,normal_activity,2025-07-30 18:31:00,107.03,SGD,card_payment,grocery,GB,US,mobile,4.682408966328894,0,0,1,0,0,18,2,7,0,0.42188203004841646,9,80.50777777777779,1.3294367693942613,1.0,1.0,107.03,186.51666666666668,0,0,1,1895,1294,9,724.57,80.50777777777779,0.1111111111111111,1,0,0,5,1014.31,3,0,5,1,0.0,0,0,0,0,0,0,0
TXN0000041,ACCT000684,CUST000459,BEN000062,DEV000084,False,normal_activity,2025-10-20 11:44:00,193.83,EUR,card_payment,travel,ZA,GB,branch,5.2721273834577955,0,0,1,0,1,11,0,10,0,0.7654142260037602,5,136.408,1.4209577150900243,1.0,1.0,193.83,3647.8166666666666,0,0,3,960,1864,5,682.04,136.408,0.2,1,0,0,8,24294.48,3,0,11,1,0.0,0,0,0,0,0,0,0
TXN0000042,ACCT000671,CUST000270,BEN000158,DEV000463,False,normal_activity,2025-09-27 06:48:00,33.8,EUR,bank_transfer,grocery,NL,FR,web,3.5496173867804286,0,0,1,0,0,6,5,9,0,-0.8366696975906264,4,52.71,0.6412445456270157,1.0,1.0,33.8,1671.85,0,0,1,1343,991,4,210.84,52.71,0.25,1,0,0,6,478.76,3,0,3,1,0.0,0,0,0,0,0,0,0
TXN0000043,ACCT000691,CUST000451,BEN000698,DEV000313,False,normal_activity,2025-04-09 15:14:00,156.0,AED,card_payment,grocery,FR,US,web,5.056245805348308,0,0,1,0,0,15,2,4,0,0.817680513468608,6,101.80833333333334,1.5322910698207415,1.0,1.0,156.0,2100.3,0,0,2,991,43,6,610.85,101.80833333333334,0.3333333333333333,2,0,0,8,732.07,1,0,5,1,0.0,0,0,0,0,0,0,0
TXN0000044,ACCT000074,CUST000344,BEN000018,DEV000192,False,normal_activity,2025-02-25 12:38:00,21.57,USD,card_payment,grocery,BR,AE,web,3.1166215908294443,0,0,1,1,0,12,1,2,0,-1.0890912062474953,6,77.58,0.2780355761794277,1.0,1.0,21.57,98.5,0,0,1,380,1318,6,465.48,77.58,0.16666666666666666,1,0,1,5,231.73000000000002,3,0,15,1,0.0,0,0,1,0,0,0,0
TXN0000045,ACCT000124,CUST000437,BEN000058,DEV000274,False,normal_activity,2025-07-26 11:46:00,74.8,EUR,international_transfer,travel,NL,GB,web,4.328098292648326,0,0,1,0,0,11,5,7,0,-0.3335032902125277,9,622.4477777777778,0.12017072382689846,1.0,1.0,74.8,322.1,0,0,1,1972,598,9,5602.03,622.4477777777778,0.3333333333333333,1,0,0,4,364.69,2,0,5,1,0.0,0,0,0,0,0,0,0
TXN0000046,ACCT000129,CUST000223,BEN000623,DEV000311,False,normal_activity,2025-01-01 02:58:00,53.61,USD,bank_transfer,travel,BR,GB,mobile,4.000217016164062,0,0,1,0,0,2,2,1,1,-0.5008811584994852,11,79.6809090909091,0.6728085888030667,1.0,1.0,53.61,-1.0,0,0,2,1344,18,11,876.49,79.6809090909091,0.09090909090909091,3,0,0,11,642.26,1,0,11,1,0.0,0,0,0,0,0,0,0
TXN0000047,ACCT000410,CUST000259,BEN000499,DEV000127,False,normal_activity,2025-09-24 08:05:00,69.52,USD,card_payment,crypto_exchange,GB,FR,web,4.25589635752967,0,0,1,0,0,8,2,9,0,-0.23087190775232022,10,88.774,0.7831121724829342,1.0,1.0,69.52,1609.3833333333334,0,0,1,913,769,10,887.74,88.774,0.0,3,0,0,7,821.72,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0000048,ACCT000302,CUST000192,BEN000787,DEV000364,False,normal_activity,2025-09-07 15:48:00,27.38,GBP,card_payment,electronics,AE,BR,mobile,3.3456846717318967,0,0,1,0,0,15,6,9,0,-0.38302429213933153,8,133.77,0.20467967406742915,1.0,1.0,27.38,102.46666666666667,0,0,1,1144,1325,8,1070.16,133.77,0.375,2,0,0,2,91.72999999999999,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0000049,ACCT000523,CUST000159,BEN000176,DEV000378,False,normal_activity,2025-02-07 18:22:00,98.81,SGD,card_payment,cash_services,NL,FR,mobile,4.603268378698495,0,0,1,0,0,18,4,2,0,0.3158603436022303,7,82.57571428571428,1.1965987924502188,1.0,1.0,98.81,-1.0,0,0,1,242,1427,7,578.03,82.57571428571428,0.14285714285714285,1,0,0,10,21824.76,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0000050,ACCT000198,CUST000384,BEN000528,DEV000221,False,normal_activity,2025-04-24 01:59:00,278.01,EUR,cash_withdrawal,cash_services,ZA,US,web,5.6312476234729525,0,0,1,0,0,1,3,4,1,2.276637022039558,9,96.12333333333333,2.8922217983840204,1.0,1.0,278.01,945.6666666666666,0,0,3,1648,705,9,865.11,96.12333333333333,0.1111111111111111,1,0,0,7,1613.9299999999998,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0000051,ACCT000140,CUST000462,BEN000108,DEV000277,False,normal_activity,2025-07-13 15:53:00,27.81,USD,card_payment,grocery,GB,NG,mobile,3.360722549096437,0,0,1,1,0,15,6,7,0,-0.4098189818901463,16,125.36812499999999,0.2218267203086909,1.0,1.0,27.81,481.4166666666667,0,0,1,997,1277,16,2005.8899999999999,125.36812499999999,0.125,2,0,1,9,1449.3799999999999,1,0,8,1,0.0,0,0,1,0,0,0,0
TXN0000052,ACCT000455,CUST000341,BEN000473,DEV000370,False,normal_activity,2025-09-22 20:40:00,79.1,SGD,card_payment,grocery,NG,TR,web,4.383275854074314,0,0,1,1,0,20,0,9,0,-0.32267322082486016,11,109.50272727272727,0.7223564377807111,1.0,1.0,79.1,429.31666666666666,0,0,1,562,1978,11,1204.53,109.50272727272727,0.09090909090909091,1,0,1,6,589.24,3,0,5,1,0.0,0,0,1,0,0,0,0
TXN0000053,ACCT000433,CUST000170,BEN000085,DEV000303,False,normal_activity,2025-01-02 00:52:00,144.07,GBP,international_transfer,crypto_exchange,NL,NL,web,4.977216384550811,0,0,0,0,0,0,3,1,1,-0.4558759122109746,8,537.2687500000001,0.2681525772716168,1.0,1.0,144.07,-1.0,0,0,1,407,349,8,4298.150000000001,537.2687500000001,0.25,2,0,0,14,2847.04,1,0,11,1,0.0,0,0,0,0,0,0,0
TXN0000054,ACCT000484,CUST000411,BEN000727,DEV000261,False,normal_activity,2025-07-22 16:28:00,51.06,AED,bank_transfer,grocery,FR,NL,mobile,3.9523968995664194,0,0,1,0,0,16,1,7,0,-0.2868278518488971,11,134.07818181818183,0.3808225865505878,1.0,1.0,51.06,467.76666666666665,0,0,2,378,1765,11,1474.8600000000001,134.07818181818183,0.18181818181818182,1,1,0,5,451.2,3,0,15,1,0.0,0,0,0,0,0,0,0
TXN0000055,ACCT000219,CUST000004,BEN000333,DEV000574,False,normal_activity,2025-03-29 17:02:00,226.86,GBP,cash_withdrawal,travel,GB,NG,branch,5.42873140526997,0,0,1,1,1,17,5,3,0,-0.4304665944071384,8,1010.0325,0.22460663394494731,1.0,1.0,226.86,102.56666666666666,0,0,1,396,936,8,8080.26,1010.0325,0.375,3,0,1,9,21660.28,1,0,8,1,0.0,0,0,1,0,0,0,0
TXN0000056,ACCT000369,CUST000463,BEN000204,DEV000527,False,normal_activity,2025-05-26 01:34:00,45.3,EUR,bank_transfer,grocery,ZA,NG,mobile,3.835141961092188,0,0,1,1,0,1,0,5,1,-0.7071067811865474,2,94.94999999999999,0.47709320695102686,1.0,1.0,45.3,2188.9,0,0,1,1953,683,2,189.89999999999998,94.94999999999999,0.0,2,0,1,5,372.77,2,0,7,1,0.0,0,0,1,0,0,0,0
TXN0000057,ACCT000650,CUST000435,BEN000788,DEV000228,False,normal_activity,2025-06-27 12:36:00,60.06,USD,international_transfer,travel,GB,ZA,web,4.111856987306732,0,0,1,0,0,12,4,6,0,-0.5062503366807435,7,98.88428571428571,0.6073765873531835,1.0,1.0,60.06,459.1333333333333,0,0,1,0,723,7,692.1899999999999,98.88428571428571,0.14285714285714285,1,0,0,5,493.7,2,0,10,1,0.0,0,0,0,0,0,0,0
TXN0000058,ACCT000428,CUST000297,BEN000054,DEV000432,False,normal_activity,2025-03-14 16:21:00,27.28,GBP,card_payment,travel,US,GB,mobile,3.342154841028372,0,0,1,0,0,16,4,3,0,-0.6469304676665939,8,239.0325,0.11412674008764499,1.0,1.0,27.28,180.1,0,0,1,1805,923,8,1912.26,239.0325,0.125,1,0,0,5,243.11,1,0,13,1,0.0,0,0,0,0,0,0,0
